"File","Line","Pattern","Code"
"Nalix.Runtime\Dispatching\PacketDispatchChannel.cs","603","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Dispatching\PacketDispatchChannel.cs","645","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Dispatching\PacketDispatchChannel.cs","678","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Dispatching\PacketDispatcherBase.cs","46","throw new","throw new ArgumentNullException(nameof(options));"
"Nalix.Runtime\Dispatching\PacketMetadataBuilder.cs","98","throw new","? throw new InternalErrorException(""PacketMetadata requires a non-null Opcode. Ensure that a PacketOpcodeAttribute is present."")"
"Nalix.Runtime\Dispatching\PacketSender.cs","159","throw new","NetworkTransport.UDP => connection.UDP ?? throw new InvalidOperationException(""UDP companion transport is not created on this connection.""),"
"Nalix.Runtime\Dispatching\PacketSender.cs","162","throw new","_ => throw new InvalidOperationException($""Unsupported transport type: {transport}"")"
"Nalix.Runtime\Dispatching\PacketSender.cs","167","throw new","=> _connection ?? throw new InternalErrorException($""{nameof(PacketSender)} must be initialized before sending."");"
"Nalix.Runtime\Dispatching\Options\PacketDispatchOptions.Execution.cs","141","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Dispatching\Options\PacketDispatchOptions.Execution.cs","246","throw new","private static T ThrowIfNull<T>(T value, string param) where T : class => value ?? throw new ArgumentNullException(param);"
"Nalix.Runtime\Dispatching\Options\PacketDispatchOptions.Execution.cs","267","catch\s*\(\s*Exception","catch (Exception ex) when (IsConnectionTeardownException(ex))"
"Nalix.Runtime\Dispatching\Options\PacketDispatchOptions.PublicMethods.cs","188","throw new","?? throw new InternalErrorException($""The controller '{controllerType.Name}' is missing the [PacketController] attribute."");"
"Nalix.Runtime\Dispatching\Options\PacketDispatchOptions.PublicMethods.cs","212","throw new","throw new InternalErrorException($""OpCode '{descriptor.OpCode}' has already been registered."");"
"Nalix.Runtime\Dispatching\Options\PacketDispatchOptions.PublicMethods.cs","282","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Dispatching\Options\PacketDispatchOptions.PublicMethods.cs","285","throw;","throw;"
"Nalix.Runtime\Dispatching\Options\PacketDispatchOptions.PublicMethods.cs","346","throw new","private static void THROW_LOOP_COUNT_OUT_OF_RANGE() => throw new ArgumentOutOfRangeException(""loopCount"", ""Dispatch loop count must be between 1 and 64."");"
"Nalix.Runtime\Extensions\ConnectionExtensions.cs","89","throw new","throw new ArgumentNullException(nameof(packet));"
"Nalix.Runtime\Extensions\ConnectionExtensions.cs","94","throw new","NetworkTransport.UDP => connection.UDP ?? throw new InvalidOperationException(""UDP companion transport is not created on this connection.""),"
"Nalix.Runtime\Handlers\HandshakeHandlers.cs","292","catch\s*\(\s*Exception","catch (Exception ex) when (ex is not InternalErrorException)"
"Nalix.Runtime\Handlers\HandshakeHandlers.cs","294","throw new","throw new InternalErrorException($""Handshake failed: Unable to load server identity from '{certPath}'. Exception detail: "" + ex.Message, ex);"
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.AotInvokers.cs","33","throw new","_ => throw new ArgumentOutOfRangeException(nameof(kind), kind, null),"
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Bridge.cs","40","throw new","throw new InvalidOperationException("
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Bridge.cs","55","throw new","throw new InternalErrorException("
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.cs","65","throw new","?? throw new InternalErrorException($""Controller '{controllerType.Name}' is missing the [PacketController] attribute."");"
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Helpers.cs","62","throw new","?? throw new InternalErrorException($""Required property '{type.FullName}.{name}' was not found."");"
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Helpers.cs","68","throw new","?? throw new InternalErrorException($""Required method '{type.FullName}.{name}' was not found."");"
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Helpers.cs","74","throw new","throw new InternalErrorException("
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Helpers.cs","84","throw new","throw new InternalErrorException("
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Helpers.cs","94","throw new","throw new InternalErrorException("
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Helpers.cs","103","throw new","throw new InternalErrorException("
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Helpers.cs","113","throw new","throw new InternalErrorException("
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Helpers.cs","122","throw new","throw new InternalErrorException("
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Helpers.cs","138","throw new","private static void THROW_KIND_OUT_OF_RANGE(SignatureKind kind) => throw new ArgumentOutOfRangeException(nameof(kind), kind, null);"
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Scanning.cs","103","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Scanning.cs","117","throw;","throw; // BUG-78: Fail-fast instead of continuing with incomplete handlers"
"Nalix.Runtime\Internal\Compilation\PacketHandlerCompiler.Scanning.cs","206","throw new","?? throw new InternalErrorException($""Handler method '{x22.Name}' is missing a declaring type."")), x22, x09);"
"Nalix.Runtime\Internal\Pooling\CancellableValueTaskSource.cs","148","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Internal\Pooling\CancellableValueTaskSource`1.cs","221","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Internal\Results\ReturnTypeHandlerFactory.cs","37","throw new","throw new ArgumentException($""TPacket must implement {nameof(IPacket)}."");"
"Nalix.Runtime\Internal\Results\ReturnTypeHandlerFactory.cs","89","throw new","?? throw new InternalErrorException($""Failed to create return handler for '{handlerType.FullName}'.""));"
"Nalix.Runtime\Internal\Results\ReturnTypeHandlerFactory.cs","97","throw new","?? throw new InternalErrorException($""Failed to create return handler for '{handlerType.FullName}'.""));"
"Nalix.Runtime\Internal\Results\UnsupportedReturnHandler.cs","17","throw new","public ValueTask HandleAsync(object? result, PacketContext<TPacket> context) => throw new InvalidOperationException($""Unsupported return type: type={returnType.FullName}."");"
"Nalix.Runtime\Middleware\MiddlewarePipeline.cs","108","throw new","throw new InternalErrorException("
"Nalix.Runtime\Middleware\MiddlewarePipeline.cs","129","throw new","throw new ArgumentOutOfRangeException(nameof(middleware));"
"Nalix.Runtime\Middleware\MiddlewarePipeline.cs","516","throw new","PipelineStage.None => throw new NotImplementedException(),"
"Nalix.Runtime\Middleware\MiddlewarePipeline.cs","517","throw new","PipelineStage.Mid => throw new NotImplementedException(),"
"Nalix.Runtime\Middleware\MiddlewarePipeline.cs","518","throw new","PipelineStage.Finished => throw new NotImplementedException(),"
"Nalix.Runtime\Middleware\MiddlewarePipeline.cs","589","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Middleware\MiddlewarePipeline.cs","691","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Middleware\Standard\ConcurrencyMiddleware.cs","33","throw new","public ConcurrencyMiddleware(ConcurrencyGate concurrencyGate) => _concurrencyGate = concurrencyGate ?? throw new ArgumentNullException(nameof(concurrencyGate));"
"Nalix.Runtime\Middleware\Standard\PermissionMiddleware.cs","84","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Middleware\Standard\RateLimitMiddleware.cs","48","throw new","_policy = policyRate ?? throw new ArgumentNullException(nameof(policyRate));"
"Nalix.Runtime\Middleware\Standard\RateLimitMiddleware.cs","49","throw new","_global = tokenBucket ?? throw new ArgumentNullException(nameof(tokenBucket));"
"Nalix.Runtime\Middleware\Standard\RateLimitMiddleware.cs","80","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException)"
"Nalix.Runtime\Options\DispatchOptions.cs","88","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException("
"Nalix.Runtime\Options\DispatchOptions.cs","94","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException(""PriorityWeights must not be empty."");"
"Nalix.Runtime\Options\DispatchOptions.cs","100","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException("
"Nalix.Runtime\Options\DispatchOptions.cs","108","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException("
"Nalix.Runtime\Options\DispatchOptions.cs","115","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException(""BlockTimeout cannot be negative."");"
"Nalix.Runtime\Options\PacketDrainOptions.cs","79","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException("
"Nalix.Runtime\Options\PacketDrainOptions.cs","85","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException("
"Nalix.Runtime\Options\PoolingOptions.cs","70","throw new","throw new ValidationException("
"Nalix.Runtime\Options\SessionStoreOptions.cs","47","throw new","throw new ArgumentOutOfRangeException(nameof(this.SessionTtl), ""SessionTtl must be a positive time duration."");"
"Nalix.Runtime\Options\SessionStoreOptions.cs","52","throw new","throw new ArgumentOutOfRangeException(nameof(this.MinAttributesForPersistence), ""MinAttributesForPersistence cannot be negative."");"
"Nalix.Runtime\Options\TokenBucketOptions.cs","128","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException("
"Nalix.Runtime\Options\TokenBucketOptions.cs","135","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException(""ShardCount must be a power of two (e.g., 16, 32, 64) to ensure correct shard distribution."");"
"Nalix.Runtime\Options\TokenBucketOptions.cs","140","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException(""CapacityTokens * TokenScale is too large and may overflow Int64. Reduce values."");"
"Nalix.Runtime\Options\TokenBucketOptions.cs","145","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException("
"Nalix.Runtime\Security\FileCertificateStore.cs","56","throw new","throw new InternalErrorException("
"Nalix.Runtime\Security\FileCertificateStore.cs","64","throw new","throw new InternalErrorException("
"Nalix.Runtime\Security\FileCertificateStore.cs","69","throw new","throw new InternalErrorException("
"Nalix.Runtime\Security\FileCertificateStore.cs","74","throw new","throw new InternalErrorException("
"Nalix.Runtime\Sessions\InMemorySessionStore.cs","49","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Sessions\SessionPersistenceObserver.cs","28","throw new","_hub = hub ?? throw new ArgumentNullException(nameof(hub));"
"Nalix.Runtime\Sessions\SessionPersistenceObserver.cs","29","throw new","_sessionService = sessionService ?? throw new ArgumentNullException(nameof(sessionService));"
"Nalix.Runtime\Sessions\SessionPersistenceObserver.cs","48","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Sessions\SessionService.cs","100","catch\s*\(\s*Exception","catch (Exception)"
"Nalix.Runtime\Sessions\SessionService.cs","104","throw;","throw;"
"Nalix.Runtime\Sessions\SessionService.cs","114","catch\s*\(\s*Exception","catch (Exception)"
"Nalix.Runtime\Sessions\SessionService.cs","118","throw;","throw;"
"Nalix.Runtime\Sessions\SessionService.cs","146","catch\s*\(\s*Exception","catch (Exception)"
"Nalix.Runtime\Sessions\SessionService.cs","149","throw;","throw;"
"Nalix.Runtime\Sessions\SessionService.cs","167","catch\s*\(\s*Exception","catch (Exception)"
"Nalix.Runtime\Sessions\SessionService.cs","170","throw;","throw;"
"Nalix.Runtime\Sessions\SessionService.cs","186","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException) { }"
"Nalix.Runtime\Sessions\SessionService.cs","187","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex)) { /* Safety catch for disposal races */ }"
"Nalix.Runtime\Throttling\ConcurrencyGate.Cleanup.cs","133","throw new","throw new ConcurrencyFailureException("
"Nalix.Runtime\Throttling\ConcurrencyGate.Cleanup.cs","145","throw new","throw new TimeoutException("
"Nalix.Runtime\Throttling\ConcurrencyGate.Cleanup.cs","157","throw;","throw;"
"Nalix.Runtime\Throttling\ConcurrencyGate.Cleanup.cs","215","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Throttling\ConcurrencyGate.Cleanup.cs","231","throw new","private static void THROW_MAX_OUT_OF_RANGE(int max) => throw new ArgumentException($""Concurrency max must be > 0, got {max}"", ""attr"");"
"Nalix.Runtime\Throttling\ConcurrencyGate.Cleanup.cs","235","throw new","private static void THROW_QUEUE_MAX_NEGATIVE(int queueMax) => throw new ArgumentException($""Queue max cannot be negative, got {queueMax}"", ""attr"");"
"Nalix.Runtime\Throttling\ConcurrencyGate.cs","74","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Throttling\ConcurrencyGate.cs","76","throw new","throw new InternalErrorException($""[RT.{nameof(ConcurrencyGate)}] initialization-error: {ex.Message}"", ex);"
"Nalix.Runtime\Throttling\ConcurrencyGate.cs","136","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException)"
"Nalix.Runtime\Throttling\ConcurrencyGate.cs","143","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Throttling\ConcurrencyGate.cs","180","throw new","throw new ConcurrencyFailureException("
"Nalix.Runtime\Throttling\ConcurrencyGate.cs","190","throw new","throw new ConcurrencyFailureException("
"Nalix.Runtime\Throttling\ConcurrencyGate.cs","202","throw new","throw new ConcurrencyFailureException("
"Nalix.Runtime\Throttling\ConcurrencyGate.cs","215","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Throttling\ConcurrencyGate.cs","218","throw;","throw;"
"Nalix.Runtime\Throttling\ConcurrencyGate.Types.cs","62","throw new","throw new ArgumentOutOfRangeException(nameof(max), ""Capacity must be positive"");"
"Nalix.Runtime\Throttling\ConcurrencyGate.Types.cs","256","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException)"
"Nalix.Runtime\Throttling\ConcurrencyGate.Types.cs","260","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Throttling\ConcurrencyGate.Types.cs","362","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException)"
"Nalix.Runtime\Throttling\ConcurrencyGate.Types.cs","366","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Throttling\PolicyRateLimiter.cs","81","throw new","_inner = inner ?? throw new ArgumentNullException(nameof(inner));"
"Nalix.Runtime\Throttling\TokenBucketLimiter.Cleanup.cs","67","catch\s*\(\s*Exception","catch (Exception ex) when (ex is not ObjectDisposedException)"
"Nalix.Runtime\Throttling\TokenBucketLimiter.cs","962","throw new","private static void THROW_KEY_ADDRESS_EMPTY() => throw new ArgumentException(""Endpoint address cannot be null or empty"", ""key"");"
"Nalix.Runtime\Timekeeping\TimeSynchronizer.cs","102","throw new","throw new ArgumentOutOfRangeException(nameof(value), ""Period must be positive."");"
"Nalix.Runtime\Timekeeping\TimeSynchronizer.cs","215","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException)"
"Nalix.Runtime\Timekeeping\TimeSynchronizer.cs","267","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException)"
"Nalix.Runtime\Timekeeping\TimeSynchronizer.cs","353","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Timekeeping\TimeSynchronizer.cs","370","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Timekeeping\TimeSynchronizer.cs","400","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Runtime\Timekeeping\TimeSynchronizer.cs","447","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException)"
"Nalix.Runtime\Timekeeping\TimeSynchronizer.cs","456","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException)"
"Nalix.SDK\TimeSyncCalculator.cs","41","throw new","throw new ArgumentException(""Server Unix timestamp cannot be negative"", nameof(serverUnixMs));"
"Nalix.SDK\TimeSyncCalculator.cs","46","throw new","throw new ArgumentException(""RTT cannot be negative"", nameof(rttMs));"
"Nalix.SDK\TimeSyncCalculator.cs","51","throw new","throw new ArgumentException(""Max allowed drift must be positive"", nameof(maxAllowedDriftMs));"
"Nalix.SDK\TimeSyncCalculator.cs","56","throw new","throw new ArgumentException(""Max hard adjust must be positive"", nameof(maxHardAdjustMs));"
"Nalix.SDK\TimeSyncCalculator.cs","64","throw new","throw new ArgumentException(""Server Unix timestamp is outside reasonable range"", nameof(serverUnixMs));"
"Nalix.SDK\Options\RequestOptions.cs","83","throw new","throw new ArgumentOutOfRangeException("
"Nalix.SDK\Options\RequestOptions.cs","88","throw new","throw new ArgumentOutOfRangeException("
"Nalix.SDK\Transport\TcpSession.cs","75","throw new","this.Options = options ?? throw new ArgumentNullException(nameof(options));"
"Nalix.SDK\Transport\TcpSession.cs","128","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\TcpSession.cs","132","throw new","throw new NetworkException($""Connection failed: {ex.Message}"", ex);"
"Nalix.SDK\Transport\TcpSession.cs","190","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\TcpSession.cs","194","throw new","throw new NetworkException($""Connection failed: {ex.Message}"", ex);"
"Nalix.SDK\Transport\TcpSession.cs","232","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException ex)"
"Nalix.SDK\Transport\TcpSession.cs","253","catch\s*\(\s*SocketException","catch (SocketException ex)"
"Nalix.SDK\Transport\TcpSession.cs","260","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException ex)"
"Nalix.SDK\Transport\TcpSession.cs","303","throw new","throw new NetworkException(""Failed to send TCP packet: the frame was not delivered to the socket."");"
"Nalix.SDK\Transport\TcpSession.cs","355","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\TcpSession.cs","392","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\UdpSession.cs","96","throw new","this.Options = options ?? throw new ArgumentNullException(nameof(options));"
"Nalix.SDK\Transport\UdpSession.cs","137","throw new","throw new NetworkException($""Could not resolve host: {effectiveHost}"");"
"Nalix.SDK\Transport\UdpSession.cs","166","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\UdpSession.cs","170","throw new","throw new NetworkException($""UDP Connection failed: {ex.Message}"", ex);"
"Nalix.SDK\Transport\UdpSession.cs","194","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException) { /* ignored */ }"
"Nalix.SDK\Transport\UdpSession.cs","202","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException) { /* ignored */ }"
"Nalix.SDK\Transport\UdpSession.cs","232","throw new","throw new NetworkException(""Failed to send UDP packet: the datagram was not delivered to the socket."");"
"Nalix.SDK\Transport\UdpSession.cs","275","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\WebSocketSession.cs","78","throw new","this.Options = options ?? throw new ArgumentNullException(nameof(options));"
"Nalix.SDK\Transport\WebSocketSession.cs","137","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\WebSocketSession.cs","141","throw new","throw new NetworkException($""WebSocket Connection failed: {ex.Message}"", ex);"
"Nalix.SDK\Transport\WebSocketSession.cs","179","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException ex)"
"Nalix.SDK\Transport\WebSocketSession.cs","201","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\WebSocketSession.cs","239","throw new","throw new NetworkException(""Failed to send WebSocket packet: the frame was not delivered to the socket."");"
"Nalix.SDK\Transport\WebSocketSession.cs","297","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\WebSocketSession.cs","334","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Extensions\CipherExtensions.cs","71","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Extensions\CipherExtensions.cs","74","throw;","throw;"
"Nalix.SDK\Transport\Extensions\ControlExtensions.cs","130","throw new","throw new NetworkException(""Client not connected."");"
"Nalix.SDK\Transport\Extensions\ControlExtensions.cs","189","throw new","throw new NetworkException(""Client not connected."");"
"Nalix.SDK\Transport\Extensions\DisconnectExtensions.cs","49","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException)"
"Nalix.SDK\Transport\Extensions\HandshakeExtensions.cs","52","throw new","throw new InvalidOperationException(""Session must be connected to perform handshake."");"
"Nalix.SDK\Transport\Extensions\HandshakeExtensions.cs","72","throw new","throw new NetworkException($""Malformed SessionChallenge packet: {reason}"");"
"Nalix.SDK\Transport\Extensions\HandshakeExtensions.cs","79","throw new","throw new NetworkException(""Handshake key agreement failed: Ephemeral shared secret is all zero."");"
"Nalix.SDK\Transport\Extensions\HandshakeExtensions.cs","95","throw new","throw new NetworkException($""Malformed SessionTofu response: {keyReason}"");"
"Nalix.SDK\Transport\Extensions\HandshakeExtensions.cs","111","throw new","throw new NetworkException(""Handshake key agreement failed: Static shared secret is all zero."");"
"Nalix.SDK\Transport\Extensions\HandshakeExtensions.cs","125","throw new","throw new NetworkException(""SessionChallenge proof is invalid. Possible Man-in-the-Middle attack."");"
"Nalix.SDK\Transport\Extensions\HandshakeExtensions.cs","152","throw new","throw new NetworkException($""Malformed SessionEstablished packet: {finishReason}"");"
"Nalix.SDK\Transport\Extensions\HandshakeExtensions.cs","158","throw new","throw new NetworkException(""SessionEstablished proof is invalid."");"
"Nalix.SDK\Transport\Extensions\HandshakeExtensions.cs","170","throw;","throw;"
"Nalix.SDK\Transport\Extensions\RequestExtensions.cs","116","throw new","throw new NetworkException("
"Nalix.SDK\Transport\Extensions\RequestExtensions.cs","150","throw new","throw new TimeoutException("
"Nalix.SDK\Transport\Extensions\ResumeExtensions.cs","35","throw new","throw new InvalidOperationException(""Session must be connected to perform resume."");"
"Nalix.SDK\Transport\Extensions\ResumeExtensions.cs","69","throw new","throw new NetworkException($""Malformed SessionResume response packet: {validationReason}"");"
"Nalix.SDK\Transport\Extensions\ResumeExtensions.cs","89","throw new","throw new NetworkException(""Session resume response proof is invalid. Possible Man-in-the-Middle attack or clock skew."");"
"Nalix.SDK\Transport\Extensions\ResumeExtensions.cs","104","catch\s*\(\s*NetworkException","catch (NetworkException)"
"Nalix.SDK\Transport\Extensions\ResumeExtensions.cs","142","throw new","throw new NetworkException($""Session resume failed: {reason}"");"
"Nalix.SDK\Transport\Extensions\TransportSessionSubscriptions.cs","89","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Extensions\TransportSessionSubscriptions.cs","140","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Extensions\TransportSessionSubscriptions.cs","177","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Extensions\TransportSessionSubscriptions.cs","253","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Extensions\TransportSessionSubscriptions.cs","308","catch\s*\(\s*Exception","catch (Exception callbackEx) when (ExceptionClassifier.IsNonFatal(callbackEx))"
"Nalix.SDK\Transport\Extensions\TransportSessionSubscriptions.cs","356","catch\s*\(\s*Exception","catch (Exception callbackEx) when (ExceptionClassifier.IsNonFatal(callbackEx))"
"Nalix.SDK\Transport\Extensions\TransportSessionSubscriptions.cs","456","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\PacketAwaiter.cs","48","throw new","throw new ArgumentOutOfRangeException(nameof(timeoutMs), ""timeoutMs must be >= 0 (0 = infinite)"");"
"Nalix.SDK\Transport\Internal\PacketAwaiter.cs","72","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\PacketAwaiter.cs","105","throw new","throw new TimeoutException($""No {typeof(TPkt).Name} received within {timeoutMs} ms (send phase)."");"
"Nalix.SDK\Transport\Internal\PacketAwaiter.cs","107","catch\s*\(\s*Exception","catch (Exception sendEx) when (ExceptionClassifier.IsNonFatal(sendEx))"
"Nalix.SDK\Transport\Internal\PacketAwaiter.cs","119","throw;","throw;"
"Nalix.SDK\Transport\Internal\PacketAwaiter.cs","128","throw new","throw new OperationCanceledException(ct);"
"Nalix.SDK\Transport\Internal\PacketAwaiter.cs","132","throw new","throw new TimeoutException($""No {typeof(TPkt).Name} received within {timeoutMs} ms."");"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameReader.cs","54","throw new","_options = options ?? throw new ArgumentNullException(nameof(options));"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameReader.cs","55","throw new","_state = state ?? throw new ArgumentNullException(nameof(state));"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameReader.cs","56","throw new","_onError = onError ?? throw new ArgumentNullException(nameof(onError));"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameReader.cs","57","throw new","_getSocket = getSocket ?? throw new ArgumentNullException(nameof(getSocket));"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameReader.cs","58","throw new","_onMessage = onMessage ?? throw new ArgumentNullException(nameof(onMessage));"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameReader.cs","110","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameReader.cs","117","throw;","throw;"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameReader.cs","120","catch\s*\(\s*Exception","catch (Exception ex) when (ex is not OperationCanceledException)"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameReader.cs","133","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameReader.cs","200","throw new","throw new SocketException((int)SocketError.ConnectionReset);"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameSender.cs","45","throw new","_options = options ?? throw new ArgumentNullException(nameof(options));"
"Nalix.SDK\Transport\Internal\Tcp\TcpFrameSender.cs","46","throw new","_state = state ?? throw new ArgumentNullException(nameof(state));"
